ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 1 default
\nBase: High-impact composite, ABS
\nFinish: Electrostatically applied, baked-on polyester paint
\nWater Cell: One-piece seamless PVC, made from FDA listed material
\nFlange: 304SS
\nService Connection: NPT threads, integral to flange
\nAir Valve: Nickel-plated brass, threaded for ease of service",,,taxable,,1,5,,0,0,,,,,0,,,,"Water Systems > Pressure Tanks, Water Systems",,,https://www.movewater.ca/wp-content/uploads/2020/11/pro_source_plus_prem_DjTDc.jpg.webp,,,,,,,,,0,Brands,Pentair,1,1,Pentair PSP Series,"PSP-119T Pro-Source ""PLUS"" Tank, PSP-19S Pro-Source ""PLUS"" Tank, PSP-19T Pro-Source ""PLUS"" Tank, PSP-32T Pro-Source ""PLUS"" Tank, PSP-35T Pro-Source ""PLUS"" Tank, PSP-50T Pro-Source ""PLUS"" Tank, PSP-62T Pro-Source ""PLUS"" Tank, PSP-85T Pro-Source ""PLUS"" Tank",1,1,

4601,variable,"PRT 04910, PRT 04915, PRT 04920, PRT 04925, PRT 04930, PRT 04935, PRT 04940, PRT 04945, PRT 04950",Pentair WellMate WM Series Tanks,1,0,visible,"Our WM-Series offers features and benefits steel tanks just can’t match. From corrosion-proof composite construction, to lighter weight, easier maintenance and less expensive installation, WM-Series pressure tanks are the preferred choice of professionals.",See spec sheet for more details.,,,taxable,,1,5,,0,0,,,,,0,,,,"Water Systems > Pressure Tanks, Water Systems",,,https://www.movewater.ca/wp-content/uploads/2020/11/wellmateWM.png.webp,,,,,,,,,0,Brands,Pentair,1,1,Pentair WellMate WM Series,"WM-12 Wellmate Pressure Tank, WM-14WB Wellmate Pressure Tank, WM-20WB Wellmate Pressure Tank, WM-23 Wellmate Pressure Tank, WM-25WB Wellmate Pressure Tank, WM-35WB Wellmate Pressure Tank, WM-4 Wellmate Pressure Tank, WM-6 Wellmate Pressure Tank, WM-9 Wellmate Pressure Tank",1,1,

4602,variable,"PRT 04965, PRT 04970, PRT 04975, PRT 04980, PRT 04985",Pentair WellMate UT Series Tanks,1,0,visible,There’s no better tank choice for water treatment than our UT Quick Connect Series. Composite construction makes the entire line impervious to the chemicals found in aggressive water. Quick connect technology simplifies installation and change-out.,See spec sheet for more details.,,,taxable,,1,5,,0,0,,,,,0,,,,"Water Systems > Pressure Tanks, Water Systems",,,https://www.movewater.ca/wp-content/uploads/2020/11/wellmateUT.png.webp,,,,,,,,,0,Brands,Pentair,1,1,Pentair WellMate UT Series,"UT-120 Wellmate Retention Tank, UT-30 Wellmate Retention Tank, UT-40 Wellmate Retention Tank, UT-40SQ Wellmate Retention Tank, UT-80 Wellmate Retention Tank",1,1,

4607,variable,"PRT 05100, PRT 05150, PRT 05160",Pentair Pro-Source PSC Series Composite Fibrewound Pressure Tanks,1,0,visible,"Designed and manufactured with capacities to match a wide range of fresh-water needs, Pro-Source composite tanks are the choice for lasting durability and value. From 14 - 119 gallons maximum capacity.","Inner Liner: One-piece high-density polyethylene
\nOuter Shell: Fiberglass-wound, ovencured, and epoxy resin sealed
\nExclusive Air Cell: Heavy gauged PEU, meets Water Quality Association standards
\nBase: Rotatable base with quick connect
\nService Connection: Stainless steel, 300 grade",,,taxable,,1,5,,0,0,,,,,0,,,,"Water Systems > Pressure Tanks, Water Systems",,,https://www.movewater.ca/wp-content/uploads/2020/11/prosource_composite__tGOA3.jpg.webp,,,,,,,,,0,Brands,Pentair,1,1,Pentair PSC Series,"PSC-20-6 Composite Pressure Tank, PSC-30-9 Composite Pressure Tank, PSC-40-12 Composite Pressure Tank",1,1,

4611,simple,TOR 12000,Pentair Sta-Rite DPC Series,1,0,visible,"<strong>DPC Self-Priming Centrifugal - 1/2hp</strong>
\n
\nThe DPC Series self-priming centrifugal pump is a rugged cast iron pump capable of priming up to 20' vertically and will handle solids up to 0.225"" diameter.
\n<ul>
\n 	<li>Built-In Thermal Overload Protection with Automatic Reset</li>
\n 	<li>Mechanical Shaft Seal with Buna-N Elastomers, Carbon and Ceramic Sealing Surfaces, and Stainless Steel Parts</li>
\n 	<li>Shielded, Permanently Lubricated Bearings Ensure Extended Life and Smooth, Quiet Operation</li>
\n 	<li>Built-In Check Valve</li>
\n</ul>","Volute: Cast iron
\nImpeller: Polycarbonate
\nDiffuser: Thermoset
\nShaft: One-piece threaded stainless steel
\nBase: Steel 12 gauge
\nMaximum Liquid Temperature Limits: 130°F (55°C)",,,taxable,,1,2,,0,0,0,0,0,0,0,,,1,"Water Systems > Centrifugal Pumps, Water Systems",,,https://www.movewater.ca/wp-content/uploads/2020/11/dpc.jpg.webp,,,,,,,,,0,Brands,Pentair,1,1,,,,,

4612,variable,"TOR 26110, TOR 26125, TOR 26310, TOR 26330",Little Giant C1 Series,1,0,visible,"<ul>
\n 	<li class=""indent0"">Gray Water Pumping</li>
\n 	<li class=""indent0"">Filtered Effluent Service Water Pumping</li>
\n 	<li class=""indent0"">Water Reclamation Projects such as Pumping from Rain Catchment Basins</li>
\n 	<li class=""indent0"">Aeration</li>
\n 	<li class=""indent0"">Fountain or Pond Application</li>
\n 	<li class=""indent0"">Agriculture and Livestock Pumping</li>
\n</ul>",See spec sheet for more details,,,taxable,,1,5,,0,0,,,,,0,,,,"Sump\, Effluent & Sewage Pumps > Effluent Pumps, Sump\, Effluent & Sewage Pumps",,,https://www.movewater.ca/wp-content/uploads/2020/11/c1_series_pump_galle_EzhN2.jpg.webp,,,,,,,,,0,Brands,Little Giant,1,1,Little Giant C1 Series,"10C1-05P4-2W115 LIttle Giant Pump - 115V, 10C1-05P4-2W230 LIttle Giant Pump - 230V, 30C1-05P4-2W115 LIttle Giant Pump - 115V, 30C1-05P4-2W2230 Little Giant Pump - 230V",1,1,

4613,variable,"TOR 27100, TOR 27200, TOR 27300, TOR 27400, TOR 27450",Pentair Sta-Rite ST.E.P. Plus Series,1,0,visible,"The STEP Plus 4” submersible filtered effluent pumps in 10, 20, 30 and 50 GPM models offer dependable performance and value for high pressure filtered effluent applications. These STEP Plus pumps will handle “dry run” conditions. The 10, 20, 30 and 50 GPM are industry standard 3-3/4” in diameter.","<strong>Shell –</strong> Stainless steel
\n<strong>Discharge – </strong>10, 20 and 30 GPM models: fiberglass-reinforced thermoplastic; 50 GPM models: stainless steel
\n<strong>Discharge Bearing –</strong> Nylatron®
\n<strong>Impellers –</strong> Engineered composite
\n<strong>Diffusers –</strong> Engineered composite
\n<strong>Suction Caps –</strong> Engineered composite with stainless steel wear ring
\n<strong>Thrust Pads –</strong> Proprietary spec.
\n<strong>Shaft and coupling –</strong> Stainless steel 300 grade
\n<strong>Intake –</strong> Engineered composite
\n<strong>Intake Screen –</strong> Polypropylene
\n<strong>Jacketed Cord –</strong> 600 Volt “SOOW”
\nor 300 Volt “SJOW” jacketed 10’ leads
\n(2-wire with ground); optional 20’, 30’, 50’
\nand 100’ lengths available",,,taxable,,1,5,,0,0,,,,,0,,,,"Sump\, Effluent & Sewage Pumps > Effluent Pumps, Sump\, Effluent & Sewage Pumps",,,https://www.movewater.ca/wp-content/uploads/2020/11/highhead_filtered_ef_flVdU.jpg.webp,,,,,,,,,0,Brands,Pentair,1,1,Pentair Sta-Rite ST.E.P,"STEP10x30FT-05121 Multi-Stage Subm - 1/2 hp, STEP20x30FT-05121 Multi-Stage Subm - 1/2 hp, STEP30x30FT-05121 Multi-Stage Subm - 1/2 hp, STEP50-10221 Multi-Stage Subm 1 hp, STEP50-15221 Multi-Stage 1-1/2 hp",1,1,

4614,variable,"TRE 01000, TRE 01200, TRE 01300, TRE 01400, TRE 01500",MicroFAST Water Treatment Systems,1,0,visible,"Unobtrusive and dependable, the FAST® system handles smaller, variable flows generated from onsite applications. The clean effluent prevents biomat formation and leachfield clogging. This septic technology is very compatible with shallow drip, direct discharge, pressure distribution, spray irrigation, and conventional leachfield.",See spec sheets for more details.,,,taxable,,1,5,,0,0,,,,,0,,,,Waste Water Treatment Systems,,,https://www.movewater.ca/wp-content/uploads/2020/11/microfast.jpg.webp,,,,,,,,,0,Brands,Biomicrobics,1,1,MicroFAST Water Treatment,".5 MICROFAST, .625 MICROFAST, .75 MICROFAST, .9 MICROFAST, 1.5 MICROFAST",1,1,

4615,simple,TRE 03000,Fuji Electric Blower,1,0,visible,"<strong>MCF0.5-0.9 1/3 hp Fuji Blower 144-1/3HPFU1PH</strong>
\n
\nThe VFZ Series are single-stage ring compressors with a maximum pressure of 139 in. H2O, a maximum vacuum of 110 in. H2O and a maximum capacity of 570 SCFM. Motors are direct drive from 1 HP to 15 HP. Voltages are available in 115 single phase, 230 single phase, 230/460 3-phase dependent upon motor size. All units are provided with threaded flanges.",See spec sheet for more details.,,,taxable,,1,5,,0,0,,,,,0,,,1,Waste Water Treatment Systems,,,https://www.movewater.ca/wp-content/uploads/2020/11/vfz401crossview_web.jpg.webp,,,,,,,,,0,Brands,Fuji Electric,1,1,,,,,

4616,variable,"TRE 03706, TRE 03708, TRE 03712, TRE 03720",FujiMAC Blowers,1,0,visible,"<strong>FujiMAC diaphragm air pumps are built to last.</strong>
\n<div class=""wpb_text_column wpb_content_element vc_custom_1532551861690"">
\n<div class=""wpb_wrapper"">
\n
\nThe most quiet and energy efficient diaphragm air  pump is also the most rugged and longest lasting. And when it does need maintenance, 15 minutes with a few simple tools will have your pump ready for years more reliable service.
\n
\n</div>
\n</div>",See spec sheets for more details.,,,taxable,,1,5,,0,0,,,,,0,,,,Waste Water Treatment Systems,,,https://www.movewater.ca/wp-content/uploads/2020/11/Capture.png.webp,,,,,,,,,0,Brands,FujiMAC,1,1,FujiMAC Blowers,"FujiMAC120RII MAC120, FujiMAC200RII MAC200, FujiMAC60RII MAC60, FujiMAC80RII MAC80",1,1,

4619,simple,TRE 03600,Polylok Carbon Vent,1,0,visible,"<strong>Carbon 4"" vent Polylok</strong>
\n
\nPolylok’s Poly-Air Activated Carbon Vent Cover is a carbon filter that can remove offensive odors such as Hydrogen
\nSulfide as they come out of the roof vent. Use our filter to eliminate these unpleasant odors.",See spec sheet for more details.,,,taxable,,1,8,,0,0,,,,,0,,,1,Waste Water Treatment Systems,,,https://www.movewater.ca/wp-content/uploads/2020/11/polyair_main.jpg.webp,,,,,,,,,0,Brands,Polylok,1,1,,,,,

4620,variable,"TRE 03800, TRE 03810",Biomicrobics Lixor Diffuser Systems,1,0,visible,"Lixor® System, a low cost, non-clogging, Venturi-type aeration device for a variety of wastewater applications, such as pre-aeration, supplemental aeration, aerating a sludge holding tank, and mixing.",See spec sheet for more details.,,,taxable,,1,5,,0,0,,,,,0,,,,Waste Water Treatment Systems,,,https://www.movewater.ca/wp-content/uploads/2020/11/lixor.jpg.webp,,,,,,,,,0,Brands,Biomicrobics,1,1,Biomicrobics Lixor Diffuser,"220-DIFBASE LIXOR DIFFUSER BASE LIXOR BASE, 220-DIFTOP LIXOR DIFFUSER TOP LIXOR TOP",1,1,

4622,simple,TSU 011100,Tsurumi Dewatering LB-480,1,0,visible,"<strong>LB-480-62 Tsurumi Dewatering Pump - 115 volt</strong>
\n<ul>
\n 	<li>Powerful pumps built with durable materials in an easy handling design</li>
\n 	<li>Top discharge provides maximum motor cooling efficiency allowing continuous duty operation at low water levels and extended dry-run capability</li>
\n 	<li>LB-480A / LB-800A features Automatic Water Level Sensor that performs like the non-automatic pump with no special float installation required</li>
\n</ul>",See spec sheet for more details.,,,taxable,,1,2,,0,0,,,,,0,,,1,"Utility > Dewatering, Utility",,,https://www.movewater.ca/wp-content/uploads/2020/11/lb_480.jpg.webp,,,,,,,,,0,Brands,Tsurumi,1,1,,,,,

4624,variable,"TSU 011140, TSU 011150",Tsurumi dewatering LB-800,1,0,visible,"<ul>
\n 	<li>Powerful pumps built with durable materials in an easy handling design</li>
\n 	<li>Top discharge provides maximum motor cooling efficiency allowing continuous duty operation at low water levels and extended dry-run capability</li>
\n 	<li>LB-480A / LB-800A features Automatic Water Level Sensor that performs like the non-automatic pump with no special float installation required</li>
\n</ul>",See spec sheet for more details.,,,taxable,,1,5,,0,0,,,,,0,,,,"Utility > Dewatering, Utility",,,https://www.movewater.ca/wp-content/uploads/2020/11/lbt_800_nocode.jpg.webp,,,,,,,,,0,Brands,Tsurumi,1,1,Tsurumi LB-800,"LB-800 Tsurumi Dewatering Pump - 115 volt, LB-800-62 Tsurumi Dewatering Pump - 230 volt",1,1,

4625,simple,TSU 012100,Tsurumi HS2 Dewatering Pump,1,0,visible,"<strong>HS2.4S-62 Tsurumi Dewatering Pump - 115 volt</strong>
\n<ul>
\n 	<li>Built-in shaft mounted agitator suspends solids</li>
\n 	<li>Urethane semi vortex impeller for maximum durability and pump performance</li>
\n 	<li>Dual inside mechanical seal with SiC faces provides longest operational life</li>
\n 	<li>Oil Lifter (Patented) provides lubrication of the seal faces</li>
\n 	<li>V-ring seal design protects mechanical seal from abrasive particles</li>
\n 	<li>HSZ Series - float operated automatic operation version</li>
\n</ul>",See spec sheet for more details.,,,taxable,,1,1,,0,0,,,,,0,,,1,"Utility > Dewatering, Utility",,,https://www.movewater.ca/wp-content/uploads/2020/11/hs2_4s_621.jpg.webp,,,,,,,,,0,Brands,Tsurumi,1,1,,,,,

4626,simple,TSU 012200,Tsurumi HS3 Dewatering Pump,1,0,visible,"<strong>HS3.75S-62 Tsurumi Dewatering Pump - 115 volt</strong>
\n<ul>
\n 	<li>Built-in shaft mounted agitator suspends solids</li>
\n 	<li>Urethane semi vortex impeller for maximum durability and pump performance</li>
\n 	<li>Dual inside mechanical seal with SiC faces provides longest operational life</li>
\n 	<li>Oil Lifter (Patented) provides lubrication of the seal faces</li>
\n 	<li>V-ring seal design protects mechanical seal from abrasive particles</li>
\n 	<li>HSZ Series - float operated automatic operation version</li>
\n</ul>",See spec sheet for more details.,,,taxable,,0,0,,0,0,,,,,0,,,1,"Utility > Dewatering, Utility",,,https://www.movewater.ca/wp-content/uploads/2020/11/hs3_75sold.jpg.webp,,,,,,,,,0,Brands,Tsurumi,1,1,,,,,

4627,simple,TSU 012300,Tsurumi LSC1.4S-61 Ground Drainage Pump,1,0,visible,"<strong>LSC1.4S-61 Tsurumi Ground Drainage Pump</strong>
\n
\nOriginal residue dewatering pump; able to pump down to the floor, even the smallest puddle can be pumped dry. LSC drainage pump is the best for complete drainage of flat surfaces where a sump is not available.
\n<ul>
\n 	<li>Prime pump through discharge outlet for start up at any water level.</li>
\n 	<li>Internal check valve holds prime and prohibits back flow through pump when stopped.</li>
\n 	<li>Urethane, Semi Vortex Impeller and Wear Plates for maximum durability and maintaining pump     performance.</li>
\n 	<li>Dual Inside Mechanical Seal With SiC faces provides longer operational life.</li>
\n 	<li>Oil Lifter provides lubrication of the seal faces. (Patented)</li>
\n 	<li>V-Ring Seal design protects mechanical seal from abrasive particles.</li>
\n</ul>",See spec sheet for more details.,,,taxable,,1,1,,0,0,,,,,0,,,1,"Utility > Dewatering, Utility",,,https://www.movewater.ca/wp-content/uploads/2020/11/lsc1_4s_mar2018.jpg.webp,,,,,,,,,0,Brands,Tsurumi,1,1,,,,,

4628,simple,TSU 013000,Tsurumi TE3-50HA Gas Dewatering Pump,1,0,visible,"<strong>TE3-50HA Gas Dewatering Pump</strong>
\n
\nPowerful, lightweight pumps with 2” NPT Coupling powered by heavy-duty, powerful <strong>Honda GX series gas engines</strong>.
\n<ul>
\n 	<li>Heavy-duty Honda gas engine with oil sensor and Silicon Carbide mechanical seal provides longer life in this class.</li>
\n 	<li>Cast Iron impeller and volute casing.</li>
\n 	<li>Durable Rolled-Steel frame provides pump/engine with maximum protection, perfect ease of handling or transport, and safe operation.</li>
\n 	<li>Rubber mounts on the pump and the frame.</li>
\n 	<li>Light enough for UPS shipment.</li>
\n</ul>","<strong>Suction Size: 2</strong>"" NPT Coupling
\n<strong>Engine:</strong> Honda GX120
\n<strong>Max Output (hp/rpm): </strong>4/3600
\n<strong>Dimension (L x W x H, in.):</strong> 18 1/2 x 14 5/8 x 17 1/8
\n<strong>Pump Weight (lbs.): </strong>55",,,taxable,,0,0,,0,0,,,,,0,,,1,"Utility > Dewatering, Utility",,,https://www.movewater.ca/wp-content/uploads/2020/11/te3_50ha.jpg.webp,,,,,,,,,0,Brands,Tsurumi,1,1,,,,,

4629,simple,TSU 014000,Tsurumi 2 OM WATER FEATURE PUMP,1,0,visible,"<strong>OM2 Tsurumi Subm Pump</strong>
\n
\nAll Tsurumi water feature pumps are constructed of the highest quality materials and components for years of continuous use in ponds, waterfalls, fountains, and more. The 2OM features a 304 Stainless Steel housing, oil-free motor, Fiberglass Reinforced Plastic impeller, volute, and top cover. It will pass a 0.4” solid and the semi-vortex design is ideal for string algae and organic matter. The 2OM features a fiberglass reinforced plastic semi-vortex impeller for capability and durability as well as dual inside mechanical seals with Silicone Carbide faces to provide the longest life. An oil lifter provides lubrication of the seal faces (Patented).","<ul>
\n 	<li><strong>Discharge Size (in.):</strong> 1.5</li>
\n 	<li><strong>Horsepower:</strong> 1/5</li>
\n 	<li><strong>Phase:</strong> Single</li>
\n 	<li><strong>Voltage/Amps:</strong> 115V/3.2A</li>
\n 	<li><strong>Cable Length (ft.):</strong> 20</li>
\n 	<li><strong>Dimension (W x D x H, in.):</strong> 8 x 6 x 12</li>
\n 	<li><strong>Pump Weight (lbs.):</strong> 13</li>
\n</ul>",,,taxable,,1,4,,0,0,,,,,0,,,1,"Utility > Ponds, Utility",,,https://www.movewater.ca/wp-content/uploads/2020/11/2om.jpg.webp,,,,,,,,,0,Brands,Tsurumi,1,1,,,,,

4630,variable,"TSU 014100, TSU 014200",Tsurumi 3PN & 4PN WATER FEATURE PUMP,1,0,visible,"All Tsurumi water feature pumps are constructed of the highest quality materials and components for years of continuous use in ponds, waterfalls, fountains, and more. The 3PN features a 304 Stainless Steel housing, oil-free motor, Fiberglass Reinforced Plastic impeller, volute, and top cover. It will pass a 0.4” solid and the semi-vortex design is ideal for string algae and organic matter. The pump has a fiberglass reinforced plastic semi-vortex impeller for capability and durability as well as dual inside mechanical seals with silicone carbide faces to provide the longest life. An oil lifter provides lubrication of the seal faces (Patented).","3PN
\n<ul>
\n 	<li><strong>Discharge Size (in.):</strong> 2</li>
\n 	<li><strong>Horsepower:</strong> 1/3</li>
\n 	<li><strong>Phase:</strong> Single</li>
\n 	<li><strong>Voltage/Amps:</strong> 115V/4.6A</li>
\n 	<li><strong>Cable Length (ft.):</strong> 20</li>
\n 	<li><strong>Dimension (W x D x H, in.):</strong> 9 x 6 x 14</li>
\n 	<li><strong>Pump Weight (lbs.):</strong> 16</li>
\n</ul>
\n4PN
\n<ul>
\n 	<li><strong>Discharge Size (in.):</strong> 2</li>
\n 	<li><strong>Horsepower:</strong> 1/2</li>
\n 	<li><strong>Phase:</strong> Single</li>
\n 	<li><strong>Voltage/Amps:</strong> 115V/5.8A</li>
\n 	<li><strong>Cable Length (ft.):</strong> 20</li>
\n 	<li><strong>Dimension (W x D x H, in.):</strong> 9 x 6 x 14</li>
\n 	<li><strong>Pump Weight (lbs.):</strong> 16</li>
\n</ul>",,,taxable,,1,5,,0,0,,,,,0,,,,"Utility > Ponds, Utility",,,https://www.movewater.ca/wp-content/uploads/2020/11/3pn_4pn.jpg.webp,,,,,,,,,0,Brands,Tsurumi,1,1,Tsurumi 3PN & 4PN,"3PN Tsurumi Subm Pump, 4PN Tsurumi Subm Pump",1,1,

4631,simple,TSU 014300,Tsurumi 8PN WATER FEATURE PUMP,1,0,visible,"<strong>8PN Tsurumi Subm Pump</strong>
\n
\nAll Tsurumi water feature pumps are constructed of the highest quality materials and components for years of continuous use in ponds, waterfalls, fountains, and more. The 8PN features a 304 Stainless Steel housing, oil-free motor, fiberglass reinforced plastic impeller, volute, and top cover. It will pass a 0.4” solid and the semi-vortex design is ideal for string algae and organic matter. The pump has a fiberglass reinforced plastic semi-vortex impeller for capability and durability as well as dual inside mechanical seals with silicone carbide faces to provide the longest life. An oil lifter provides lubrication of the seal faces (Patented).","<ul>
\n 	<li><strong>Discharge Size (in.):</strong> 2</li>
\n 	<li><strong>Horsepower:</strong> 1</li>
\n 	<li><strong>Phase:</strong> Single</li>
\n 	<li><strong>Voltage/Amps:</strong> 115V/8.7A</li>
\n 	<li><strong>Cable Length (ft.):</strong> 20</li>
\n 	<li><strong>Dimension (W x D x H, in.):</strong> 9 x 6 x 15</li>
\n 	<li><strong>Pump Weight (lbs.):</strong> 20</li>
\n</ul>",,,taxable,,1,3,,0,0,,,,,0,,,1,"Utility > Ponds, Utility",,,https://www.movewater.ca/wp-content/uploads/2020/11/8pn.jpg.webp,,,,,,,,,0,Brands,Tsurumi,1,1,,,,,

4632,simple,TSU 014400,Tsurumi 12PN WATER FEATURE PUMP,1,0,visible,"<strong>12PN Tsurumi Subm Pump</strong>
\n
\nAll Tsurumi water feature pumps are constructed of the highest quality materials and components for years of continuous use in ponds, waterfalls, fountains, and more. The 12PN features a 304 Stainless Steel housing, oil-free motor, PPO Plastic impeller and top cover, and cast iron volute. It will pass a 1.38” solid and the large-pass through impeller design is ideal for string algae and organic matter.
\n<ul>
\n 	<li>PPO Plastic impeller for capability and durability</li>
\n 	<li>Dual inside mechanical seal with Silicone Carbide faces provides longest life</li>
\n 	<li>Oil Lifter provides lubrication of the seal faces (Patented)</li>
\n</ul>","<ul>
\n 	<li><strong>Discharge Size (in.):</strong> 3</li>
\n 	<li><strong>Horsepower:</strong> 1</li>
\n 	<li><strong>Phase:</strong> Single</li>
\n 	<li><strong>Voltage/Amps:</strong> 110V/9.9A</li>
\n 	<li><strong>Cable Length (ft.):</strong> 20</li>
\n 	<li><strong>Dimension (W x D x H, in.):</strong> 12 x 8 x 17</li>
\n 	<li><strong>Pump Weight (lbs.):</strong> 35</li>
\n</ul>",,,taxable,,1,5,,0,0,,,,,0,,,1,"Utility > Ponds, Utility",,,https://www.movewater.ca/wp-content/uploads/2020/11/12pn_jan2015_rev.jpg.webp,,,,,,,,,0,Brands,Tsurumi,1,1,,,,,

4633,variable,"YAR 02000, YAR 03000",Merrill Any Flow Hydrants,1,0,visible,"The Merrill Manufacturing™ AnyFlow Yard Hydrant gives year-round water service; it drains below the frostline when shut off.  The AnyFlow hydrant has had only a few improvements since 1949.  These improvements, the exclusive features and benefits and the time-proven basic design, is why we believe the AnyFlow is the best yard hydrant manufactured by anyone in the world.",See spec sheet for more details.,,,taxable,,1,5,,0,0,,,,,0,,,,"Accessories, Accessories > Hydrants",,,https://www.movewater.ca/wp-content/uploads/2020/11/any_flow_uncut.jpg.webp,,,,,,,,,0,Brands,Merrill Manufacturing,1,1,Merrill Any Flow Hydrants,"AF-7508 8' Bury Yard Hydrant, AF-7510 10' Bury Yard Hydrant",1,1,

4635,variable,"YAR 04800, YAR 05000",Merrill Any Flow Hi-Capacity Hydrants,1,0,visible,"The Merrill Manufacturing™ AnyFlow Yard Hydrant gives year-round water service; it drains below the frostline when shut off.  The AnyFlow hydrant has had only a few improvements since 1949.  These improvements, the exclusive features and benefits and the time-proven basic design, is why we believe the AnyFlow is the best yard hydrant manufactured by anyone in the world.",See spec sheet for more details.,,,taxable,,1,5,,0,0,,,,,0,,,,"Accessories, Accessories > Hydrants",,,https://www.movewater.ca/wp-content/uploads/2020/11/anyflowhicapnew2006.jpg.webp,,,,,,,,,0,Brands,Merrill Manufacturing,1,1,Merrill AF Hi-Capacity,"AF-108 8' Bury Hi-Cap Hydrant, AF-110 10' Bury Hi-Cap Hydrant",1,1,

4636,simple,YAR 08000,Merrill Y2 Self Closing Hydrant,1,0,visible,"<strong>Y-2 8' Bury Waterer Hydrant</strong>
\n
\nSeveral important improvements have been made on the self closing hydrant over the years.  These improvements and the basic design are why we believe the self-closing is the best hydrant of its type in the industry.",,,,taxable,,1,1,,0,0,,,,,0,,,1,"Accessories, Accessories > Hydrants",,,https://www.movewater.ca/wp-content/uploads/2020/11/features.jpg.webp,,,,,,,,,0,Brands,Merrill Manufacturing,1,1,,,,,

4639,simple,TRE 12000,Ultra-Air Septic Aerator Blue,1,0,visible,"<strong>Ultra-Air Septic Aerator Std - Blue</strong>
\n
\n&nbsp;",See spec sheet for more details.,,,taxable,,0,0,,0,0,,,,,0,,,1,Waste Water Treatment Systems,,,https://www.movewater.ca/wp-content/uploads/2020/11/ua14b_3.jpg.webp,,,,,,,,,0,Brands,Ultra-Air,1,1,,,,,

4640,simple,TRE 12100,Ultra-Air Flood Resistant Septic Aerator,1,0,visible,"<strong>Ultra-Air Flood Resistant Septic Aerator</strong>
\n
\n&nbsp;",See spec sheet for more details.,,,taxable,,1,2,,0,0,,,,,0,,,1,Waste Water Treatment Systems,,,https://www.movewater.ca/wp-content/uploads/2020/11/ua12r_fr_3.webp,,,,,,,,,0,Brands,Ultra-Air,1,1,,,,,

4641,simple,TRE 12200,Ultra-Air Septic Aerator Red,1,0,visible,"<strong>Ultra-Air Septic Aerator Std - Red</strong>
\n
\n&nbsp;",See spec sheet for more details.,,,taxable,,0,0,,0,0,,,,,0,,,1,Waste Water Treatment Systems,,,https://www.movewater.ca/wp-content/uploads/2020/11/ua12r_3.jpg.webp,,,,,,,,,0,Brands,Ultra-Air,1,1,,,,,

4668,variable,"LIB 36800, LIB 36850, LIB 36860, LIB 36950",Liberty AE-Series Duplex Pump Control,1,0,visible,"Provides reliable alternating operation of two pumps with automatic override control in residential or commercial installations.  Common applications include sump basins, effluent or sewage pump chambers and lift stations.  Available in 3-float or 4-float configurations and NEMA1 (indoor) and NEMA4X (outdoor) enclosures.  All panels must be ordered with the proper amp rating matching the pump.  See the AE-series specifications or consult Liberty Pumps for ordering assistance.",See spec sheet for more details.,,,taxable,,1,5,,0,0,,,,,0,,,,"Accessories > Controllers & Control Panels, Water Systems",,,https://www.movewater.ca/wp-content/uploads/2020/11/AE.jpg.webp,,,,,,,,,0,Brands,Liberty,1,1,Liberty AE-Series Duplex,"AE21H=3 Duplex Panel for LSG202A, AE24H=3 Liberty Duplex panel 15-20A Nema 4X, AE24L=3 Liberty Duplex Control Panel, AE34=3-511 Liberty Duplex Control Panel",1,1,

4669,simple,LIB 37000,Liberty G90-Series Flanged Elbow,1,0,visible,"<strong>G90 Discharge Elbow for LSG grinder</strong>
\n<ul>
\n 	<li>90 Degree</li>
\n 	<li>Fits Omnivore LSG and LSGX-Series Grinder Pumps</li>
\n 	<li>Provides vertical discharge for non-guide rail installations</li>
\n 	<li>1-1/4"" FNPT</li>
\n</ul>",See Grinder Pump Accessories for more details.,,,taxable,,1,2,,0,0,,,,,0,,,1,Accessories,,,https://www.movewater.ca/wp-content/uploads/2020/11/G90.jpg.webp,,,,,,,,,0,Brands,Liberty,1,1,,,,,

4670,variable,"LIB 37100, LIB 37150, LIB 37300",Liberty GR20-Series Guide Rail Base,1,0,visible,"<ul>
\n 	<li>Fits Omnivore LSG and LSGX-Series Grinder Pumps</li>
\n 	<li>Heavy cast iron construction</li>
\n 	<li>Single guide pipe design with auto align feature</li>
